"loan_amnt","int_rate","annual_inc","dti","delinq_2yrs","inq_last_6mths","pub_rec","revol_util","total_acc","term_36 months","term_60 months","region_Midwest","region_Northeast","region_South","region_West","grade_A","grade_B","grade_C","grade_D","grade_E","grade_F","grade_G","emp_length_0-3 years","emp_length_4-6 years","emp_length_7-9 years","emp_length_10+ years","home_ownership_MORTGAGE","home_ownership_OWN","home_ownership_RENT","verification_status_Not Verified","verification_status_Source Verified","verification_status_Verified","purpose_group_Big Purchase","purpose_group_Debt","purpose_group_Home","purpose_group_Medical/Other","unpaid_loan"
12000,0.1065,60000,15.56,0,1,0,0.517,28,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
10000,0.1596,91000,10.25,0,2,0,0.699,12,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
20000,0.1242,63000,19.09,0,1,0,0.703,27,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
20000,0.1427,82000,9.79,0,1,0,0.801,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
21000,0.2089,71040,6.52,0,0,0,0.946,19,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
15500,0.1465,63000,17.56,0,1,0,0.609,33,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
5575,0.0662,28800,21.17,0,0,0,0.732,33,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
30000,0.1242,68000,25.27,0,0,0,0.497,34,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
10000,0.1427,60000,23.1,0,1,0,0.727,23,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
20000,0.1465,40000,23.94,0,1,0,0.684,12,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
10000,0.1242,42000,23.71,0,0,0,0.894,19,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
12000,0.1269,42000,24.57,0,0,0,0.787,24,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1450,0.1427,55560,6.95,1,0,1,0.874,21,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
30000,0.2128,75000,11.44,0,1,0,0.669,39,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
24000,0.1171,95000,16,0,0,0,0,20,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
2000,0.1427,27600,6.74,0,2,0,0.971,8,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7000,0.089,70000,4.1,0,0,0,0.506,14,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
10000,0.1171,92000,8.27,0,0,0,0.409,36,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
7750,0.1427,26400,17.34,0,0,0,0.522,11,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
20000,0.1527,90000,12.33,0,1,0,0.759,29,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
29100,0.1864,152004,18.12,0,0,0,0.67,43,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
12000,0.089,30000,24.44,0,0,0,0.694,10,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
10150,0.0751,102000,8.35,0,4,0,0.036,14,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3800,0.1349,47000,6.23,0,0,0,0.442,19,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
10000,0.0603,55000,19.4,0,2,0,0.05,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
7000,0.1171,57000,4.88,0,0,0,0.734,10,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
10000,0.1349,150000,16.91,0,2,0,0.625,28,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
22000,0.1171,50000,17.21,0,0,0,0.439,29,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
18825,0.2206,50000,22.42,0,2,0,0.926,19,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
10000,0.0751,80000,19.56,0,2,0,0.722,23,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
20000,0.1727,65000,8.7,0,1,0,0.905,10,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
8000,0.1465,87000,3.94,0,1,0,0.673,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
12000,0.1242,88000,13.57,1,0,0,0.592,23,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
20450,0.1864,52008,23.14,0,0,0,0.785,40,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
12000,0.1427,40000,19.77,0,1,0,0.439,14,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
24000,0.1269,103000,5.2,0,1,0,0.659,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
7000,0.1065,36475,21.06,0,2,0,0.624,24,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
17500,0.1065,78413,18.93,0,0,0,0.885,34,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
6400,0.0751,44000,24.33,0,1,0,0.599,30,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
13000,0.079,33000,10.87,0,0,0,0.463,13,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
18000,0.1596,63000,13.89,0,1,0,0.574,16,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
8000,0.0662,65000,11.8,0,0,0,0.216,12,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
7800,0.1065,48000,7.15,1,2,0,0.747,24,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
15000,0.1427,53000,22.03,0,1,0,0.448,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
15000,0.1242,95000,15.74,0,1,0,0.562,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
24000,0.1825,86779,18.35,0,0,0,0.785,35,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
23500,0.1269,48000,16.05,0,0,0,0.728,11,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
35000,0.2167,83500,19.9,0,1,0,0.53,23,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2100,0.1727,44400,6.49,0,0,0,0.85,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
16600,0.1596,40000,13.17,0,3,0,0.651,24,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
18000,0.1596,102000,14.64,0,1,0,0.696,25,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
16000,0.1427,60000,18.62,0,1,0,0.601,25,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
12000,0.1242,37500,13.25,0,0,0,0.931,13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
18000,0.1903,75000,17.57,0,1,0,0.973,15,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
10800,0.1349,50000,23.71,2,0,0,0.948,28,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
15000,0.1242,47840,17.21,0,0,0,0.78,18,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
7100,0.1527,40000,16.08,0,1,0,0.624,11,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
10000,0.0991,80000,20.05,0,1,0,0.726,13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
6000,0.1269,51000,19.91,0,0,0,0.744,26,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
10400,0.1629,65000,24.57,0,1,0,0.909,14,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
2000,0.1242,25056,20.79,1,0,0,0.433,23,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
8000,0.1629,75000,17.52,0,1,0,0.651,34,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
10000,0.1427,40000,11.67,0,1,0,0.767,16,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
12000,0.1171,83000,17.99,0,1,0,0.702,15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
35000,0.1903,2e+05,4.18,0,0,0,0.916,19,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
4500,0.0662,42000,25.17,0,2,0,0.397,24,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
12000,0.1903,80000,17.16,0,2,0,0.658,22,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
20000,0.079,120000,5.22,0,1,0,0.006,28,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
10000,0.1065,45000,19.28,0,2,0,0.692,28,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
20000,0.1942,48000,16.2,0,1,1,0.965,9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
4000,0.1065,90000,9.57,0,0,0,0.814,27,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
12000,0.0603,75000,11.68,0,2,0,0.222,26,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
12000,0.1677,98000,6.22,0,2,0,0.89,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
20000,0.1349,118560,10.54,0,2,0,0.314,63,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
8000,0.079,72000,6.4,0,2,0,0.451,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
20000,0.1171,120000,17.33,0,0,0,0.792,30,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
20000,0.1242,77000,20.06,0,1,0,0.625,38,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
3500,0.079,60000,8.1,0,0,0,0.034,11,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
5000,0.1349,36000,14.33,0,0,0,0.725,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1300,0.1427,60000,7.8,0,1,0,0.978,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
7500,0.1527,45000,6.51,0,2,0,0.643,24,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
7800,0.089,117000,17.39,0,0,0,0.691,32,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
6925,0.1171,25000,21.74,0,0,0,0.878,15,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
12800,0.1349,80000,18.43,1,1,0,0.695,16,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
15000,0.1527,48000,18.63,0,1,0,0.886,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
8000,0.1269,40800,7.44,0,1,0,0.425,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
5375,0.1269,18000,17,0,0,0,0.603,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
2500,0.1269,42500,13.5,0,0,0,0.848,21,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
17625,0.089,45000,24.67,0,1,0,0.445,51,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
6000,0.1527,66000,23.38,0,3,0,0.116,37,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
7100,0.1242,24000,17.65,0,1,0,0.792,15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2800,0.1065,90000,18.83,1,2,0,0.525,27,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
14000,0.2089,158000,20.04,2,1,0,0.873,30,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
12000,0.0751,32000,19.05,0,1,0,0.517,22,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
6625,0.1269,24947.3,21.55,0,1,0,0.774,20,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
14675,0.1269,40000,16.95,0,3,0,0.528,13,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
15000,0.1171,74000,15.97,0,0,0,0.566,14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
12000,0.079,70000,11.09,0,0,0,0.102,42,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
13000,0.089,44100,25.12,0,1,0,0.665,29,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
12000,0.1065,55000,16.87,0,1,0,0.706,23,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
10000,0.1629,35000,5.76,0,3,0,0.848,18,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
11550,0.1677,83954,10.65,0,2,0,0.792,23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
6000,0.089,1e+05,8.32,0,0,0,0.538,16,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9000,0.1677,160000,9.94,2,0,0,0.815,28,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
12000,0.1465,35000,22.18,0,1,0,0.693,9,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
28000,0.079,82000,4.77,0,3,0,0.69,14,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
17400,0.1465,43000,11.25,0,1,0,0.697,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
13000,0.0603,73000,5.34,0,3,0,0.558,23,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
17000,0.1349,37000,15.73,0,1,0,0.914,29,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
6000,0.1465,30000,15.68,0,1,0,0.223,14,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
20000,0.1065,65000,6.72,0,0,0,0.67,20,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1100,0.1465,36000,12.2,0,2,0,0.872,42,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
10000,0.079,75000,7.5,0,0,0,0.314,13,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
7000,0.0991,54008,8.64,0,0,0,0.588,12,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
14000,0.1065,85000,17.39,0,2,0,0.82,15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
5000,0.0662,54000,13.91,0,2,0,0.054,35,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
8500,0.0662,84000,17.21,0,0,0,0.55,59,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
19750,0.1677,66500,14.29,0,2,0,0.693,29,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
21000,0.1065,53004,2.06,0,0,0,0.253,30,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
15000,0.1864,50000,13.34,0,0,0,0.652,17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
12000,0.0662,71151,18.57,0,0,0,0.806,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
9000,0.0751,125000,9.16,0,1,0,0.516,27,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
18000,0.1864,180000,11.95,0,0,0,0.941,32,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
10000,0.1427,3e+05,5.65,1,3,0,0.692,22,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
7000,0.089,35000,12.45,1,1,1,0.359,20,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
8000,0.1629,63000,14.57,0,2,0,0.815,20,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
26000,0.1903,72000,22.22,0,1,0,0.814,21,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
28000,0.1065,64936,8.91,0,0,0,0.621,22,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
35000,0.1349,98000,14.55,0,1,0,0.64,35,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
5500,0.1942,25000,10.56,0,0,0,0.567,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
14400,0.1465,105000,10.75,0,7,0,0.251,44,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
10000,0.1065,44000,18.22,0,0,0,0.938,22,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
28000,0.1677,76000,13.78,0,1,0,0.962,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
5000,0.1629,24000,4.65,0,0,0,0.641,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
20000,0.1171,57000,22.74,0,0,0,0.671,19,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
7000,0.1677,45000,22.21,0,2,0,0.512,22,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
10000,0.1349,72000,8.68,0,2,0,0.473,16,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
10000,0.1677,44000,12.9,0,1,0,0.713,20,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
10000,0.1171,60000,19.92,0,0,0,0.827,18,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
20000,0.1065,65000,14.36,0,0,0,0.797,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
6000,0.1269,65000,5.41,0,1,0,0.667,14,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
16000,0.1727,65000,19.81,1,2,0,0.266,26,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
3400,0.0991,125000,16.95,0,0,0,0.902,37,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
6000,0.1349,22500,8.32,0,1,0,0.816,10,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
7000,0.079,47000,14.37,0,2,0,0.824,16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
7875,0.1942,25000,19.82,0,1,0,0.507,22,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
17000,0.0662,78301,13.85,0,1,0,0.048,44,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
9500,0.0662,43000,19.28,0,0,0,0.699,34,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
16000,0.1427,72000,11.88,2,0,0,0.301,30,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
35000,0.2235,65000,12.37,0,3,0,0.712,18,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
1200,0.1825,20400,24.12,4,3,0,0.0012,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
20000,0.1758,86124,17.6,0,1,0,0.826,25,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
5000,0.1427,24000,1.75,0,1,0,0.179,8,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
5400,0.1629,32000,20.03,0,1,0,0.896,21,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
12000,0.1991,36500,22.22,0,0,0,0.719,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
12775,0.0991,38000,20.94,0,2,0,0.846,23,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
5000,0.1758,21600,5.33,1,0,0,0.7,4,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
15000,0.1991,41500,17.93,1,1,0,0.321,22,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
15600,0.1349,75000,18.53,0,0,0,0.875,47,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
5050,0.2167,67517.64,10.45,0,1,0,0.182,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
12000,0.1825,34500,22.61,0,0,0,0.968,23,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
24000,0.1864,120000,15.33,1,2,0,0.458,34,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
25000,0.1242,54600,12.09,0,1,0,0.19,19,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
12000,0.1629,72000,16.33,1,3,0,0.69,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
10000,0.1269,70000,13.53,0,1,0,0.786,18,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
